Incident,Summary,label
THEFT-PETTY Theft Petty-Plain,A student reported money missing from his recovered wallet.,2
PROPERTY Damaged Property,A USC bus ran over a student's skateboard. No injuries.,1
SERVICE Injury Response,A student was transported to a hospital for an injury he sustained while playing soccer.,2
SERVICE Illness Response,A student was transported to a hospital for illness.,2
ALCOHOL Drunk In Public,A male student was cited for underage drinking of alcohol.,2
SERVICE Illness Response,A security officer was treated for illness by paramedics.,2
ALCOHOL Alcohol/Drug Overdose,A female student was treated by paramedics.,3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
"EH&S Smell of Smoke, Odor, Non-Fire",Two students were cited to Judicial Affairs for smoking marijuana in an apartment at the location.,1
SERVICE Illness Response,A faculty member was transported to a local hospital for medical treatment after complaining of dizziness and feeling faint.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Lost/Missing Property,A staff member reported ten basketballs missing.,1
BATTERY Battery,A doctor reported that a patient grabbed her by the neck and choked her for approximately five seconds during an examination.,3
SERVICE Injury Response,A student was examined and released to seek medical treatment on her own after sustaining a cut to her hand.,2
SERVICE Injury Response,A student was examined and released to seek medical treatment on his own after injuring his Achilles tendon.,2
ARSON Arson-Residential,A staff member reported that he discovered a newspaper that had been set on fire outside the location and extinguished it.,3
DISTURBANCE Disturbing The Peace,A party hosted by two students at the location was shut down due to noise complaints and underage drinking.,1
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of his roommate.,3
THEFT-PETTY Theft Petty-Plain,A suspect removed a backpack and a satchel.,2
WARRANT Warrant Arrest,A prowling suspect was arrested for an outstanding warrant.,2
SERVICE Illness Response,A non-USC female was examined and released to seek medical treatment on her own after complaining of abdominal pain.,2
SERVICE Illness Response,A student was transported to a local hospital for medical treatment after complaining of severe abdominal pain.,2
TRAFFIC Traffic Collision Without Injuries,"A student drove her vehicle into a non-USC male's vehicle, causing unspecified damage.",2
SERVICE Illness Response,A non-USC male was examined and released at the scene after fainting.,2
PROPERTY Lost/Missing Property,A staff member reported her keys missing.,1
ALCOHOL Drinking In Public,The fraternity was cited to Judicial Affairs for serving alcohol to party guests prior to approved hours.,2
SERVICE Injury Response,A staff member was hit in the face with an aluminum can thrown by an unknown suspect. The staff member did not require medical treatment.,2
INCIDENT Dispute,A security guard reported that a trespassing suspect threatened him when he asked the subject to leave the area.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,A non-USC female was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Drunk In Public,A security guard became belligerent with officers when was asked to leave campus after he was found to be intoxicated inside the location. The security guard subsequently left with a relative who came to pick him up.,2
SERVICE Injury Response,A student was examined and released to seek medical treatment on her own after injuring her shoulder.,2
ALCOHOL Drunk In Public,A student was arrested for public intoxication.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
LA MUNICIPAL CODE Loud and Raucous Noise,A student was cited to Judicial Affairs for hosting an unregistered party at the location.,1
VEHICLE CODE Possession Fake Identification,A student was cited to Judicial Affairs for hosting an unregistered party at the location and two additional students were cited for possession of fake Id's.,2
PROPERTY Lost/Missing Property,A staff member reported an ID card reader missing.,1
DISTURBANCE Disturbing The Peace,A non-USC male was detained for questioning after he was observed attempting to gain entry to the location during restricted hours. The male stated he was attempting to retrieve his backpack from his sister and after she brought it to him he left the premises without further incident.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
TRESPASS Trespassing,"A non-USC male was detained for questioning after he was observed in a stall inside a women's restroom at the location. The male stated that he entered the restroom by mistake, thinking it was a men's room, and he was subsequently released.",3
PROPERTY Lost/Missing Property,A student reported a camera missing.,1
THEFT-PETTY Theft Petty-Plain,A suspect removed a wallet.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Injury Response,Two students were treated and released at the scene after one of them injured his shin and the other sustained a cut to his head.,2
SERVICE Illness Response,A student was examined and released at the scene after complaining of dizziness.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a backpack.,2
DISORDERLY CONDUCT Peeping Tom,"A student reported that she observed a suspect looking at her through her bedroom window at the location. A roommate's boyfriend confronted the suspect outside the building, then he fled to a vehicle parked nearby and drove away.",3
SERVICE Welfare Check,An intoxicated student was reported missing by his wife and during an ensuing search of the area officers found him seated inside a vehicle parked outside his residence. A welfare check was conducted on the student and he was subsequently released into the care of his wife.,2
BURGLARY Burglary-Commercial,A suspect used unknown means to gain entry to a classroom and ransacked the interior.,3
THEFT-PETTY Theft Petty-Plain,"A suspect removed a cellular phone, a driver's license, a USC ID and two credit cards.",2
THEFT-GRAND Theft Grand-Plain,"A suspect removed a cellular phone, a wallet and a set of keys.",2
SERVICE Illness Response,"A staff member was transported to a local hospital for medical treatment after complaining of difficulty breathing, chest pains and numbness in his arm.",2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
HARASSMENT Harassment,A student reported that he is being harassed by another student.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed several pieces of rebar from a construction site.,2
THEFT-PETTY Theft Petty-Plain-Attempt,A student reported that a suspect partially cut the cable lock securing her bicycle to a rack outside the location.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a laptop computer.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Illness Response,A non-USC female was transported to a local hospital for medical treatment after complaining of dizziness.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a tote bag.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
ALCOHOL Alcohol/Drug Overdose,A non-USC female was transported to a local hospital for medical treatment following an alcohol overdose.,3
PROPERTY Lost/Missing Property,A student reported his cellular phone missing.,1
SERVICE Injury Response,A student was transported to SHC for medical treatment after sustaining a cut to her chin.,2
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,"A suspect removed a laptop computer, dental tools and a suitcase.",4
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,A suspect used unknown means to gain entry to a mobile medical clinic and ransacked the interior.,4
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,A suspect removed a swimming cap.,4
SEX OFFENSE Assault With Intent to Commit Sex Offense,A patient reported that a staff member touched her inappropriately.,4
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Lost/Missing Property,A suspect removed a laptop computer.,1
WARRANT Warrant Arrest,An indecent exposure suspect was arrested for an outstanding warrant.,2
SERVICE Injury Response,A faculty member was transported to SHC for medical treatment after falling and sustaining injuries to his jaw and ear.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Lost/Missing Property,A staff member reported a computer accessory missing.,1
TRAFFIC Altered Parking Permit,A staff member's vehicle was immobilized for displaying an altered USC parking permit.,1
SERVICE Injury Response,A student was examined and released to seek medical treatment on his own after injuring his wrist.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
